participant_id,age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
2138,18,0,0,0,7.356943623,22,1,4,0,0,0,0,Cluster_E
166,15,0,0,3,7.92554525,13,0,2,0,1,0,0,Cluster_E
249,15,0,0,2,9.383549922,25,0,2,0,1,0,0,Cluster_E
1332,16,1,0,2,11.92365339,9,0,1,1,0,0,0,Cluster_C
447,17,0,2,2,3.144713302,23,0,4,0,1,0,1,Cluster_E
1602,17,0,0,2,4.612772804,23,0,3,0,0,1,0,Cluster_E
859,16,0,1,1,15.8876845,6,1,1,0,0,1,1,Cluster_C
1359,18,0,2,1,10.82670765,0,0,3,0,1,1,0,Cluster_A
1682,16,0,1,0,1.289813609,9,1,1,0,0,0,0,Cluster_D
98,18,0,0,2,0.468659107,5,0,2,0,1,0,0,Cluster_C
1619,16,1,0,1,8.745632965,9,0,3,0,0,0,0,Cluster_D
806,18,0,2,2,4.220133834,5,0,0,0,0,0,0,Cluster_D
738,15,1,2,2,0.985993248,28,1,2,1,0,1,0,Cluster_E
1748,15,1,1,3,16.56086572,12,0,2,0,0,0,0,Cluster_D
2060,17,1,1,0,7.343476289,9,0,3,0,0,0,1,Cluster_D
103,16,0,1,1,15.16769543,27,0,3,1,1,0,0,Cluster_E
435,18,1,2,1,6.263641014,5,1,1,1,0,0,0,Cluster_C
75,15,1,0,3,17.06791467,14,0,3,1,0,1,0,Cluster_D
578,16,0,0,1,8.507129925,24,0,2,1,0,0,0,Cluster_E
1669,17,1,0,2,0.380868185,8,0,1,0,0,0,1,Cluster_E
1747,18,0,1,2,12.30429793,9,0,3,0,0,0,0,Cluster_C
1231,17,1,0,2,0.074393216,28,0,3,0,0,0,0,Cluster_E
919,18,0,2,2,10.64608728,3,1,2,1,1,0,0,Cluster_B
1327,15,1,0,4,5.612711598,11,0,3,1,0,0,0,Cluster_D
2217,16,1,3,0,4.708144977,16,1,3,0,0,0,0,Cluster_B
2190,17,1,0,2,10.10328037,26,0,2,0,1,0,0,Cluster_E
2152,17,1,0,2,4.160491255,29,0,4,0,0,1,0,Cluster_E
763,15,0,0,1,7.18677981,17,0,3,0,1,0,0,Cluster_E
990,18,1,0,2,7.263782474,6,0,1,0,0,0,0,Cluster_D
389,15,0,0,0,10.00610313,17,0,2,0,0,0,0,Cluster_E
236,18,1,1,3,8.933774435,2,0,0,0,1,0,0,Cluster_C
2078,17,0,2,3,6.08310509,15,0,3,1,0,0,0,Cluster_E
268,18,1,1,3,12.89513453,28,0,3,0,0,0,0,Cluster_E
1330,15,0,2,2,14.66655817,27,1,2,1,0,0,0,Cluster_E
1651,17,0,0,2,13.00593948,3,0,2,1,0,0,0,Cluster_C
118,16,1,2,2,9.855626917,16,0,4,0,0,0,0,Cluster_E
438,18,0,0,2,7.943737726,27,1,1,0,0,0,0,Cluster_E
674,16,1,0,1,0.272796917,28,0,1,1,1,0,0,Cluster_E
250,17,1,0,2,7.354170163,2,0,1,0,0,1,0,Cluster_C
2024,15,0,0,2,11.41122809,14,0,1,0,0,0,0,Cluster_E
1575,18,0,0,3,12.19416391,0,0,1,0,0,0,0,Cluster_C
2389,17,0,0,1,7.58321728,4,1,4,0,1,0,0,Cluster_E
95,16,1,0,1,6.4142433,4,0,1,1,1,0,0,Cluster_C
1715,16,1,3,1,5.449343681,23,0,1,1,0,0,0,Cluster_E
34,16,0,3,3,15.89325785,21,0,0,1,1,0,0,Cluster_E
2261,15,1,0,3,14.51136495,7,0,2,0,1,0,1,Cluster_E
2188,16,1,1,2,3.879879124,9,1,0,0,0,0,0,Cluster_D
449,17,0,0,2,10.26868994,17,1,3,1,0,0,0,Cluster_D
1470,15,1,1,0,8.982964055,16,0,1,0,0,0,0,Cluster_E
717,17,0,1,2,16.0328518,3,1,2,1,0,0,1,Cluster_A
1757,15,1,2,1,3.426490889,4,0,2,1,0,0,0,Cluster_C
2084,16,0,0,1,2.59412516,22,0,2,0,0,0,0,Cluster_E
1,17,1,0,2,19.83372281,7,1,2,0,0,1,0,Cluster_C
1910,15,1,3,3,2.764641736,13,0,3,1,0,0,0,Cluster_E
1102,16,1,2,2,8.448915801,20,1,2,1,0,0,0,Cluster_E
1109,16,0,0,2,11.7559081,20,0,3,0,0,0,0,Cluster_E
1701,15,0,0,1,1.897684603,2,0,1,1,0,0,0,Cluster_C
83,15,1,1,1,14.40746425,7,0,0,1,1,0,0,Cluster_C
1482,15,1,2,2,4.07071045,22,0,2,0,0,0,0,Cluster_E
1790,16,0,1,3,13.23048648,25,0,3,1,0,0,0,Cluster_E
677,18,1,0,3,15.80519808,26,0,3,1,0,0,0,Cluster_E
1852,15,0,0,1,2.290657367,19,1,4,0,0,0,0,Cluster_E
2021,17,0,1,2,14.77556058,26,0,3,1,0,1,0,Cluster_E
1047,17,0,3,4,1.952375211,15,0,3,0,1,0,0,Cluster_E
1461,15,0,1,2,16.00728377,29,1,0,0,1,1,0,Cluster_E
771,15,1,0,3,12.49887541,8,1,2,1,0,0,0,Cluster_C
2380,18,1,0,2,16.53455297,12,0,3,0,0,0,0,Cluster_B
1778,17,1,0,1,11.29638326,27,0,2,0,1,0,0,Cluster_E
518,16,0,0,0,11.85969496,15,1,4,1,0,0,0,Cluster_C
823,16,0,0,3,18.16875096,15,0,3,0,1,0,0,Cluster_D
405,18,0,0,3,13.43558541,27,0,2,0,1,0,0,Cluster_E
385,15,0,0,1,14.71041412,19,1,1,1,0,0,0,Cluster_E
2196,16,0,0,0,3.835469166,7,0,3,0,1,1,0,Cluster_E
1955,17,0,2,1,4.892325481,12,0,1,1,1,0,0,Cluster_E
105,16,1,1,0,11.40625016,29,0,3,1,0,0,0,Cluster_E
1634,17,0,2,3,2.458223651,3,0,1,0,0,1,0,Cluster_C
2283,18,1,0,0,13.26295659,15,0,3,1,0,0,0,Cluster_B
689,17,0,2,0,6.327508148,0,1,2,0,0,0,1,Cluster_B
2115,15,0,2,1,10.24046778,21,0,2,1,0,0,1,Cluster_E
827,17,0,2,0,1.915083973,18,0,2,0,1,0,1,Cluster_E
1241,15,0,0,0,15.50819029,7,1,3,0,1,0,0,Cluster_B
63,15,0,1,3,13.23803153,11,0,3,0,1,0,0,Cluster_D
1306,17,0,1,0,4.958648996,13,0,1,1,0,0,0,Cluster_E
853,15,1,2,2,10.48872692,13,1,3,0,1,0,1,Cluster_D
1878,16,1,3,2,6.300165504,0,0,3,1,0,1,0,Cluster_B
1263,17,1,0,1,12.81420449,27,0,1,1,0,1,0,Cluster_E
224,18,1,0,3,4.998034433,3,0,3,0,0,0,0,Cluster_C
146,17,1,0,3,10.64173648,9,0,3,1,0,0,0,Cluster_C
1089,18,1,0,2,16.33755972,19,0,0,0,0,0,0,Cluster_E
374,18,1,3,2,14.07873334,11,0,3,0,0,0,1,Cluster_D
1980,16,1,0,1,2.522715726,10,0,3,1,0,0,0,Cluster_D
1143,18,1,0,2,17.15531097,29,0,2,1,0,1,0,Cluster_E
2291,16,0,3,2,18.51577099,11,0,1,0,0,0,0,Cluster_A
2072,17,0,0,1,9.00530387,1,1,4,0,1,1,0,Cluster_A
1275,17,0,2,3,13.47033574,9,1,2,1,0,0,0,Cluster_C
1266,17,1,1,3,4.136742212,18,0,1,1,0,0,0,Cluster_E
2350,18,1,0,1,9.21369947,25,1,1,1,0,0,0,Cluster_C
1764,17,1,0,2,6.267388129,12,1,2,0,0,0,1,Cluster_D
10,16,1,0,1,18.44446636,0,0,3,1,0,0,0,Cluster_A
450,16,0,2,2,13.01213047,13,0,1,0,0,0,0,Cluster_E
709,18,0,0,2,2.093212678,23,0,3,0,0,0,0,Cluster_E
256,17,0,1,3,9.202052531,10,0,4,1,0,0,1,Cluster_D
883,17,1,2,2,9.612960566,10,0,1,0,0,0,0,Cluster_E
1618,15,1,0,3,14.33263873,3,0,2,0,1,1,0,Cluster_B
390,15,1,2,0,17.88199072,16,0,3,1,0,0,1,Cluster_E
1826,15,0,0,1,10.50720964,20,0,2,0,0,0,0,Cluster_E
2294,18,0,0,2,7.202842283,1,0,4,0,1,0,0,Cluster_B
1582,16,0,2,2,6.551325878,16,0,1,1,1,0,0,Cluster_E
909,17,1,0,2,13.6613915,24,0,1,0,0,0,0,Cluster_E
925,15,1,0,2,16.32455704,21,1,0,0,1,0,0,Cluster_E
752,15,0,1,1,17.26982901,5,0,0,0,0,0,0,Cluster_D
1707,17,1,0,2,0.683511781,6,0,2,1,0,0,0,Cluster_C
461,16,0,0,2,6.532438115,17,0,0,1,1,0,0,Cluster_E
1763,17,0,0,2,7.785327936,1,0,2,0,1,0,1,Cluster_B
1225,15,0,1,2,9.980723458,28,0,2,0,1,0,0,Cluster_E
1169,17,1,0,2,19.36145006,14,1,1,0,0,0,0,Cluster_D
959,16,1,0,3,13.62921225,18,1,3,1,0,0,0,Cluster_E
502,15,0,1,2,19.29380958,14,0,3,1,1,0,0,Cluster_D
740,18,0,2,2,4.89599746,4,0,1,0,0,0,0,Cluster_D
41,17,1,3,2,11.31494613,23,1,1,0,0,0,0,Cluster_E
869,17,1,0,1,9.019730053,22,0,2,0,0,0,1,Cluster_E
732,15,0,0,2,15.92137051,27,0,2,0,1,0,0,Cluster_E
540,16,0,1,4,19.08263283,25,0,3,0,0,1,0,Cluster_E
1202,16,0,1,0,4.536742047,4,0,2,0,0,0,0,Cluster_C
1340,16,1,3,4,5.044048043,25,1,2,1,0,0,0,Cluster_E
698,16,1,0,1,17.84148702,24,0,3,0,1,0,0,Cluster_E
1809,18,1,2,1,0.227793362,5,0,4,0,0,0,0,Cluster_C
1936,18,1,3,1,10.55544418,3,1,3,0,0,0,0,Cluster_B
1913,16,0,2,2,4.517628259,5,0,4,1,0,0,0,Cluster_C
1372,17,1,0,0,7.473005927,10,1,2,0,1,0,0,Cluster_D
1146,16,0,0,3,13.92442872,20,0,0,0,0,0,0,Cluster_E
1032,18,0,0,0,1.170732002,26,0,1,1,1,0,0,Cluster_E
373,16,0,0,1,16.59287611,8,0,0,0,0,0,0,Cluster_D
668,18,1,3,1,9.293789369,15,0,3,1,0,0,1,Cluster_E
1432,15,0,0,3,4.997349305,27,0,2,1,0,0,0,Cluster_E
2092,18,1,1,2,5.602682376,19,0,2,0,0,0,0,Cluster_E
358,18,1,1,1,10.00395871,3,0,4,0,1,0,0,Cluster_B
968,16,0,1,2,7.478774272,0,0,3,0,0,0,0,Cluster_B
784,18,1,0,2,0.771831239,19,0,4,0,0,0,1,Cluster_E
736,17,1,0,2,8.258223792,25,1,3,0,1,1,1,Cluster_E
1354,16,0,0,3,12.70313978,16,1,1,0,0,0,1,Cluster_E
1036,16,0,1,2,15.21518617,6,1,4,1,1,0,0,Cluster_A
971,18,1,1,3,6.074477033,15,0,3,1,0,1,0,Cluster_D
471,15,0,3,3,10.29142233,4,0,3,1,1,0,1,Cluster_B
656,15,1,0,3,8.269315334,29,1,2,0,0,1,0,Cluster_E
2253,17,1,2,1,8.647927204,20,0,3,0,1,0,0,Cluster_C
2231,16,0,0,2,4.645467296,11,0,1,1,0,0,0,Cluster_D
1397,17,1,0,2,5.7373375,8,0,1,1,1,0,0,Cluster_C
1537,15,0,1,2,13.28251479,1,1,2,0,0,0,0,Cluster_B
1796,16,1,1,2,11.92949155,0,0,1,0,0,0,0,Cluster_C
2090,15,1,0,1,0.895028679,28,0,3,1,0,0,0,Cluster_E
1550,18,1,2,2,14.48844681,20,0,3,0,0,0,1,Cluster_E
1329,16,0,0,3,3.067296548,29,0,2,1,0,0,0,Cluster_E
1874,16,0,0,1,10.3347209,22,0,0,0,1,0,0,Cluster_E
2070,17,0,1,2,18.297723,20,1,3,0,0,1,0,Cluster_E
1426,16,1,2,0,14.28306293,13,1,1,0,0,0,0,Cluster_E
1465,17,1,0,2,16.54316297,8,1,1,1,0,0,0,Cluster_C
1556,15,0,1,1,14.86665827,4,0,3,0,0,0,1,Cluster_C
1984,17,0,0,1,8.035873407,23,0,1,1,0,0,0,Cluster_E
1251,17,0,0,2,2.337575212,0,1,3,0,0,0,0,Cluster_B
1700,18,0,0,0,2.250082665,21,0,0,0,0,0,0,Cluster_E
1253,18,1,2,2,6.17265297,19,0,2,0,0,1,0,Cluster_E
2323,16,1,1,0,19.12039421,21,0,1,1,0,0,0,Cluster_E
2220,17,1,0,2,0.162163938,29,0,2,0,0,0,0,Cluster_B
1237,15,1,2,2,7.005447413,4,0,3,0,0,0,0,Cluster_C
886,15,1,0,2,5.14237008,19,0,2,0,0,1,0,Cluster_E
80,18,1,3,1,11.04676027,25,0,3,0,1,0,0,Cluster_E
1173,17,0,0,1,9.357189253,12,1,1,1,0,0,0,Cluster_D
815,18,0,2,2,13.09551503,4,0,2,0,0,0,0,Cluster_D
1785,17,0,1,1,5.291942238,20,1,3,1,0,1,0,Cluster_E
672,16,1,1,1,9.880233412,7,0,1,0,1,0,0,Cluster_D
2095,17,1,0,2,6.195306283,7,0,3,1,0,0,0,Cluster_C
1949,18,1,0,3,7.8590153,19,0,4,0,1,1,0,Cluster_E
58,15,0,0,4,10.87755842,29,0,3,1,0,0,0,Cluster_E
134,15,1,0,1,0.624271207,2,0,1,1,0,0,0,Cluster_D
1141,16,1,0,1,17.33882086,12,0,3,1,0,1,0,Cluster_C
934,15,1,2,1,15.40823574,20,1,3,0,0,0,0,Cluster_D
929,16,1,1,2,16.02343007,4,1,2,1,1,0,0,Cluster_B
824,17,1,0,3,2.089606335,13,0,3,0,0,0,0,Cluster_E
1433,16,0,0,1,12.8050183,6,0,2,0,0,0,1,Cluster_C
1894,17,1,1,1,2.63620747,21,0,1,1,1,0,0,Cluster_E
1532,16,0,0,3,10.06438414,28,0,3,1,0,0,0,Cluster_E
1215,16,1,2,2,12.12030005,16,0,3,1,0,1,0,Cluster_D
505,17,1,1,0,18.75100675,0,1,4,1,0,0,0,Cluster_A
2364,18,1,2,1,11.86311991,9,0,3,1,0,0,0,Cluster_C
348,18,1,0,2,14.57230314,6,0,3,1,0,1,0,Cluster_B
387,17,0,0,2,2.267741911,2,0,4,0,0,0,0,Cluster_C
1025,18,1,0,2,3.825783134,13,0,3,0,0,0,0,Cluster_E
1385,15,0,2,0,3.410607788,5,0,0,0,0,0,0,Cluster_C
895,18,1,0,2,8.71178316,2,0,1,0,0,0,0,Cluster_C
829,17,1,1,3,11.36944404,8,1,0,0,0,0,1,Cluster_D
2331,18,1,0,2,1.770446304,20,1,1,0,1,0,1,Cluster_C
476,18,1,2,3,2.949060185,2,1,3,0,1,0,1,Cluster_B
1684,15,0,1,0,12.44058959,13,1,1,0,1,0,0,Cluster_E
2049,17,1,2,2,17.98906169,9,1,3,1,1,0,0,Cluster_A
2043,15,1,0,1,16.93108645,26,1,3,1,1,0,0,Cluster_E
2016,18,1,0,2,0.312865906,19,0,3,0,0,0,0,Cluster_E
1940,17,0,0,2,9.513100618,25,0,3,1,0,0,0,Cluster_E
653,17,1,2,1,11.21388963,5,0,1,0,0,1,0,Cluster_C
173,17,1,0,1,14.13285043,14,1,3,0,0,0,0,Cluster_D
1475,18,1,0,3,3.939072604,25,0,2,0,0,1,0,Cluster_E
1150,15,1,2,4,16.50616805,25,0,0,1,0,1,1,Cluster_E
39,15,1,1,1,2.949078349,3,1,1,1,1,0,0,Cluster_B
1555,18,0,1,2,3.521785759,22,0,4,0,0,0,0,Cluster_E
714,18,0,0,3,8.003105457,14,0,3,0,0,0,0,Cluster_D
91,18,0,3,1,3.829792298,26,0,1,0,0,0,1,Cluster_E
167,18,1,0,1,13.87726685,15,1,2,1,1,0,0,Cluster_C
1206,16,0,1,3,3.413548706,10,0,2,1,0,0,0,Cluster_D
876,17,0,1,2,3.513445959,26,0,3,0,0,0,1,Cluster_E
1875,16,0,1,1,16.38214652,26,0,4,0,0,0,0,Cluster_E
2194,15,0,3,3,11.62733114,27,1,2,1,0,0,0,Cluster_E
2330,16,0,0,1,9.273516115,25,0,2,1,0,0,0,Cluster_D
1094,17,0,1,2,13.92062814,23,1,2,1,0,0,0,Cluster_E
1156,15,1,0,1,12.38890148,18,0,2,1,0,0,0,Cluster_E
1325,15,1,0,1,8.489856654,25,1,4,1,0,0,0,Cluster_E
1890,15,1,2,0,9.286634896,19,0,2,0,0,0,0,Cluster_E
1351,18,0,2,0,8.882260104,25,1,1,0,0,0,0,Cluster_E
511,15,0,0,2,14.9444929,13,0,1,0,1,0,0,Cluster_E
1681,18,0,1,3,4.285436186,29,1,2,0,1,0,0,Cluster_E
500,18,0,1,3,11.55754163,1,0,2,0,0,0,0,Cluster_B
2284,18,0,2,2,6.834237587,5,0,3,1,0,0,0,Cluster_D
1389,17,1,0,0,9.705614342,23,0,2,0,0,0,0,Cluster_E
1520,15,1,0,2,12.11518979,27,1,4,0,1,1,0,Cluster_E
1672,15,0,0,1,13.14395323,21,0,2,0,1,0,0,Cluster_E
339,18,0,2,0,12.18935527,11,0,3,0,0,0,0,Cluster_D
2173,15,1,0,2,13.02395424,13,1,2,1,1,0,0,Cluster_B
1189,17,0,0,3,10.34241776,26,1,0,0,0,0,0,Cluster_E
29,18,0,0,0,18.67974837,10,0,3,1,0,0,0,Cluster_C
1541,17,0,1,0,10.50863997,15,1,2,0,0,0,1,Cluster_D
1218,16,1,3,1,14.31325304,7,0,2,0,1,0,0,Cluster_C
1840,15,0,1,2,1.484937187,18,1,3,1,1,0,0,Cluster_E
795,15,0,0,3,19.65304823,13,0,2,1,1,0,0,Cluster_C
946,17,1,2,3,12.5781029,1,0,4,0,0,0,0,Cluster_B
1417,15,0,0,2,8.057800621,7,0,2,0,1,0,0,Cluster_C
170,16,1,2,2,5.355486292,20,0,2,0,1,0,0,Cluster_E
1952,17,0,2,2,12.02165331,25,0,3,1,0,0,0,Cluster_E
1677,17,1,1,1,0.579934887,12,0,1,0,0,0,0,Cluster_E
1198,17,1,0,0,14.87088539,19,0,3,0,0,0,1,Cluster_E
1543,18,0,0,4,17.66699402,8,1,2,0,1,0,1,Cluster_C
1254,16,1,0,3,2.606478934,19,0,3,0,0,0,1,Cluster_E
1942,18,0,1,0,19.71983144,8,0,3,0,1,0,0,Cluster_C
913,15,1,0,2,1.040916775,18,1,1,0,1,0,0,Cluster_E
492,15,0,0,1,13.85602397,18,0,4,1,1,0,0,Cluster_D
954,18,1,2,1,4.672180641,21,0,4,1,0,0,0,Cluster_E
1098,16,1,0,2,11.77872045,20,1,3,0,0,0,0,Cluster_E
1033,15,0,2,1,6.108269971,24,1,3,1,0,1,0,Cluster_E
588,17,0,3,1,14.26643459,25,0,3,1,1,0,0,Cluster_E
751,18,0,1,1,17.06692995,23,0,3,0,1,0,0,Cluster_E
658,17,1,0,1,17.53120982,25,1,3,0,0,0,0,Cluster_E
235,18,1,0,2,8.483701115,14,0,0,0,1,0,0,Cluster_E
733,15,0,2,3,7.895506335,23,0,2,1,1,0,1,Cluster_E
2385,15,1,0,1,16.65558142,13,1,3,0,1,0,0,Cluster_E
1187,18,1,2,2,4.667925389,20,1,3,0,0,0,1,Cluster_E
1157,16,0,0,2,16.06151285,15,0,1,1,1,0,0,Cluster_D
2367,16,1,0,2,6.959373323,17,0,0,0,0,0,0,Cluster_C
2026,16,1,0,1,8.858742435,0,1,2,0,1,1,0,Cluster_A
2160,15,0,0,0,4.225258339,15,1,3,0,0,0,0,Cluster_E
935,18,0,2,0,9.99236824,17,1,3,1,1,0,0,Cluster_D
1210,15,1,1,2,9.830284517,23,0,1,1,0,0,0,Cluster_E
1066,17,0,1,2,13.54683692,22,0,1,0,0,0,0,Cluster_E
1717,18,1,2,1,19.60941596,18,0,4,0,0,1,1,Cluster_E
109,16,1,2,2,4.156476829,24,1,3,1,1,0,0,Cluster_E
1063,17,0,3,1,12.58235157,17,0,3,0,0,0,0,Cluster_E
569,17,0,0,1,9.267820176,7,1,3,0,1,1,0,Cluster_B
1168,16,1,0,1,9.355164619,18,0,3,1,0,0,1,Cluster_E
1175,15,0,1,2,16.60065367,20,1,2,0,1,0,0,Cluster_E
1589,17,1,2,3,3.287853687,10,0,2,1,0,1,0,Cluster_D
1508,16,0,2,1,12.12433284,0,1,1,1,0,1,0,Cluster_A
1493,17,1,2,1,5.044462685,21,0,3,0,0,0,0,Cluster_E
891,17,0,2,4,9.622513836,28,1,0,0,0,0,0,Cluster_E
948,18,0,1,1,13.09882209,14,1,4,1,0,1,0,Cluster_C
1049,15,0,0,3,6.997909273,21,0,3,0,0,0,0,Cluster_E
1876,18,1,0,1,10.94255285,13,0,2,0,1,0,0,Cluster_E
1905,17,1,0,2,6.759399585,23,0,2,0,0,1,0,Cluster_E
2015,16,0,3,0,18.07963393,1,0,2,0,0,1,0,Cluster_B
885,18,0,2,0,12.63549687,0,1,2,0,0,0,0,Cluster_A
144,18,0,2,1,18.97832436,16,0,2,1,0,1,0,Cluster_D
2349,18,0,2,2,1.494918073,10,1,4,0,0,1,0,Cluster_D
2097,16,1,2,2,13.27408958,27,1,1,0,1,0,0,Cluster_E
851,17,1,1,1,16.52434752,20,1,2,1,0,0,0,Cluster_E
1588,15,1,0,1,17.97277857,21,1,4,0,0,1,0,Cluster_E
1408,15,0,1,2,4.430543038,20,0,2,1,1,0,0,Cluster_E
735,16,1,1,1,17.61301155,10,1,2,1,0,0,0,Cluster_C
718,18,1,1,0,8.830680208,21,1,3,0,1,0,1,Cluster_E
2271,15,0,0,2,19.41146665,5,0,2,0,0,0,1,Cluster_C
455,15,1,2,0,9.772098518,2,0,3,1,0,1,0,Cluster_A
265,17,0,2,1,12.78525766,23,0,2,0,0,0,0,Cluster_E
76,16,0,0,3,18.28680885,17,0,3,0,1,0,0,Cluster_E
1257,16,0,1,2,1.280870477,7,0,0,1,0,0,0,Cluster_E
445,18,1,3,1,17.220668,8,1,4,1,0,0,0,Cluster_B
396,18,0,0,3,10.84599951,23,0,3,0,0,1,0,Cluster_E
2000,15,1,1,1,3.997459493,6,0,1,0,0,1,0,Cluster_E
177,17,1,2,2,9.92590251,6,0,3,0,0,0,0,Cluster_C
1043,17,1,2,2,5.902177204,27,1,2,1,1,1,0,Cluster_E
2235,15,0,0,1,3.147570297,8,0,3,1,0,1,0,Cluster_D
1947,15,1,0,2,13.14888654,27,0,3,0,0,0,0,Cluster_E
1366,16,1,0,3,13.48384233,29,1,4,1,0,0,0,Cluster_E
1917,18,1,2,2,9.75753212,6,1,4,0,1,0,0,Cluster_B
596,18,0,1,1,14.17531265,1,0,3,0,0,0,1,Cluster_B
62,17,0,0,1,17.37602192,12,0,2,0,0,1,0,Cluster_D
1297,17,1,0,2,8.871994026,9,0,2,0,1,0,1,Cluster_D
1822,17,0,0,1,19.55425626,20,1,3,0,1,0,0,Cluster_D
873,16,1,2,2,17.40393381,24,0,2,1,0,0,1,Cluster_E
867,15,0,0,2,0.819564445,8,0,2,0,0,0,1,Cluster_D
217,18,1,2,1,16.20518261,26,1,2,1,0,0,0,Cluster_E
279,15,0,1,2,17.42667185,13,1,2,0,0,0,0,Cluster_D
1549,15,0,2,2,17.31454474,29,0,4,0,1,0,0,Cluster_E
1719,16,1,1,2,0.194007098,18,0,3,0,0,0,0,Cluster_E
1393,18,1,2,2,8.963217467,25,0,3,0,0,0,1,Cluster_E
1804,18,1,0,0,6.656367222,12,0,4,0,0,0,0,Cluster_D
37,18,0,0,1,5.34419791,26,1,1,0,0,0,0,Cluster_E
2229,15,0,2,1,3.342686297,18,1,3,1,1,0,0,Cluster_A
1214,16,0,0,2,1.803914004,22,0,3,1,1,0,0,Cluster_E
663,15,0,1,1,7.661387395,16,0,0,1,0,0,1,Cluster_E
1967,15,0,1,1,19.23280985,13,0,2,1,1,0,0,Cluster_C
2305,15,0,1,1,2.24482144,8,0,4,1,0,0,0,Cluster_D
2013,16,1,3,4,19.07841608,15,0,4,0,1,0,0,Cluster_D
978,18,0,1,3,18.86041419,21,1,1,0,1,1,0,Cluster_E
1572,18,0,1,4,2.076787722,23,0,2,0,0,0,0,Cluster_E
1123,17,1,2,2,0.566749008,11,0,3,1,0,0,0,Cluster_E
1713,15,0,0,1,6.219460428,14,0,2,0,0,1,0,Cluster_E
739,15,1,2,2,0.046949477,22,0,2,0,0,0,1,Cluster_E
192,17,1,0,2,11.58259608,13,1,3,0,0,0,0,Cluster_D
920,18,0,1,1,18.10643657,1,0,2,0,0,1,1,Cluster_A
457,16,0,1,4,6.51162265,6,1,2,0,1,1,0,Cluster_B
1893,15,0,1,2,0.609930957,12,0,2,1,1,0,0,Cluster_E
1418,17,1,0,2,18.14486335,11,0,3,0,0,0,0,Cluster_D
676,15,0,3,4,13.95980943,25,0,2,0,1,1,1,Cluster_E
761,18,1,2,2,10.19514134,13,1,3,0,1,0,0,Cluster_D
2280,17,0,2,2,5.125098478,11,0,3,1,1,0,0,Cluster_E
2159,16,1,3,2,7.729874457,16,0,4,0,0,1,0,Cluster_E
729,15,1,0,3,0.882911242,25,0,0,1,1,1,0,Cluster_E
2174,16,1,2,2,17.12570256,13,0,1,0,0,1,0,Cluster_E
1400,15,1,0,4,1.397238414,11,0,0,1,0,1,0,Cluster_D
413,16,0,1,2,10.43724591,19,1,1,1,1,1,0,Cluster_E
1099,16,0,0,1,10.41310707,17,0,3,0,0,0,0,Cluster_E
1517,17,0,1,2,5.276121499,15,1,4,1,0,0,0,Cluster_D
1650,16,1,0,2,6.036693218,10,0,3,0,1,0,1,Cluster_D
1525,15,1,2,2,18.5580126,11,0,2,0,1,0,1,Cluster_D
826,18,1,0,2,13.74566009,26,0,2,0,0,0,0,Cluster_E
2074,16,1,0,1,6.153101747,12,0,3,0,0,0,0,Cluster_E
1927,15,1,0,0,6.486273278,16,1,2,0,0,1,0,Cluster_D
617,15,1,1,1,8.577748627,27,0,2,0,1,1,1,Cluster_E
115,17,0,2,0,14.44747015,13,1,2,0,0,0,0,Cluster_D
418,16,1,2,4,17.89523974,19,1,2,1,0,0,0,Cluster_E
2342,17,1,3,2,14.40645833,11,0,4,0,0,0,0,Cluster_A
1626,17,0,2,3,5.165287158,19,1,3,0,0,0,0,Cluster_E
970,17,1,0,2,0.44405626,9,1,3,1,0,0,0,Cluster_D
605,17,0,0,2,9.110033904,25,1,3,0,0,0,1,Cluster_E
2347,17,0,0,1,18.78217397,19,0,2,0,0,1,0,Cluster_B
90,16,0,2,1,1.584992123,10,0,2,0,0,1,1,Cluster_D
849,17,1,0,1,4.601689837,23,1,3,0,1,0,0,Cluster_E
727,17,1,0,1,5.382395053,18,0,1,1,0,0,0,Cluster_E
2346,18,0,0,3,12.20787733,1,0,3,0,1,0,0,Cluster_D
754,16,1,0,3,3.376672133,27,1,0,0,0,0,0,Cluster_E
499,15,1,0,1,10.35259657,15,1,2,1,0,1,0,Cluster_D
1277,15,1,0,2,13.8964146,11,1,0,1,1,0,0,Cluster_D
1922,15,1,2,3,1.724983426,19,0,0,0,1,0,0,Cluster_E
1326,15,1,0,3,6.186484487,25,0,4,0,1,0,0,Cluster_E
1631,17,1,1,1,8.296952131,3,0,1,1,0,0,0,Cluster_C
12,17,0,0,1,7.598485819,15,0,2,0,0,0,1,Cluster_E
397,18,1,3,1,2.962015973,18,0,2,0,0,0,0,Cluster_E
285,16,0,0,3,9.589099563,7,1,3,1,1,1,0,Cluster_B
2338,16,0,0,1,13.96430907,22,1,4,0,0,1,0,Cluster_A
1067,15,0,1,1,0.488537659,3,0,2,0,1,0,0,Cluster_B
1866,16,1,0,3,6.325846975,18,1,0,0,0,1,0,Cluster_E
1192,17,1,2,4,15.79729242,18,0,3,1,0,0,0,Cluster_E
1441,15,1,2,1,19.16655373,17,0,1,0,1,0,0,Cluster_E
1601,18,1,2,2,19.4738427,3,0,2,0,0,0,0,Cluster_B
